StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,1.,2.,3.,3b,4._1,4._2,4._3,4._4,4._5,4._6,4b,5._1,5._2,5._3,5._4,5._5,5._6,5b,6.,7.,8.,9.,10.,11.,12.,13.
2022-01-08 05:54:54,2022-01-08 06:00:26,IP Address,100,331,True,2022-01-08 06:00:26,R_1eJh5fsbqZMKTaZ,anonymous,EN,Georgetown,Delaware,Car (own),,No difficulty,Some difficulty,Great difficulty,Some difficulty,Some difficulty,Some difficulty,,Daily,Weekly,Occasionally,Occasionally,Weekly,Occasionally,,Occasionally,Neutral,Favorable,Favorable,"We need more public transportation ",,Yes,Cost
2022-01-08 06:01:37,2022-01-08 06:04:28,IP Address,100,170,True,2022-01-08 06:04:28,R_2Sfr88eZTIi9iIm,anonymous,EN,,,,,,,,,,,,,,,,,,,Never,Opposed,Opposed,Opposed,,"Move heres, torons, transplants and illegals",Yes,"Move heres, torons, transplants and illegals"
2022-01-08 06:30:19,2022-01-08 06:36:05,IP Address,100,345,True,2022-01-08 06:36:05,R_278MQL2DvQQT8ho,anonymous,EN,Bridgeville,Delaware,Car (own),,No difficulty,Some difficulty,Some difficulty,Some difficulty,Some difficulty,,,Daily,Occasionally,Occasionally,Occasionally,Occasionally,,,Weekly,Favorable,Somewhat Favorable,Favorable,"Would love to see train service restored. Understand bike lanes are beneficial but some bike riders are obnoxious ppl who don't know traffic laws and that's a real & dangerous problem in areas where bikes and POVs cross paths ",,Yes,Expense vs low ridership
2022-01-08 06:39:47,2022-01-08 06:42:59,IP Address,100,191,True,2022-01-08 06:43:00,R_1eyk5TzUBrHbYii,anonymous,EN,Viola,DE,Bike,,No difficulty,I do not care to use,Great difficulty,Some difficulty,Great difficulty,I do not care to use,,Never,Never,Occasionally,Never,Daily,,,Occasionally,Somewhat Favorable,Favorable,Neutral,Safe bike lanes are critical infrastructure to replace cars,,Yes,Bike racks are needed at businesses
2022-01-08 06:54:29,2022-01-08 06:57:50,IP Address,100,201,True,2022-01-08 06:57:51,R_2upvkc9TW2GbB1U,anonymous,EN,Milford,DE,Car (own),,Great difficulty,Great difficulty,I do not care to use,Great difficulty,I do not care to use,I do not care to use,,Never,Never,Never,Occasionally,Never,Never,,Never,Neutral,Neutral,Neutral,,,Yes,Safety on bus and at stops and hubs.  Not accessible
2022-01-08 06:56:59,2022-01-08 07:00:32,IP Address,100,213,True,2022-01-08 07:00:33,R_2TYqKJ3evxesyiX,anonymous,EN,Millsboro,De,Car (own),,No difficulty,I do not care to use,I do not care to use,Great difficulty,I do not care to use,I do not care to use,,Daily,Never,Occasionally,Occasionally,Never,Never,,Occasionally,Neutral,Opposed,Neutral,,Keep bike lanes at the beach.  We don’t need bike lanes in the roads in Sussex CPI ty to increase the danger to bicycle riders and vehicle operators,Yes,"Taxis/ubers/lyfts are greatly needed.  Affordable transportation from late night spots to inland Sussex would be beneficial "
2022-01-08 07:13:17,2022-01-08 07:16:26,IP Address,100,189,True,2022-01-08 07:16:27,R_OxodMBbH40lO68F,anonymous,EN,"Laurel ",Delaware,Car (own),,,Great difficulty,I do not care to use,I do not care to use,I do not care to use,,,Daily,Weekly,Never,Never,Occasionally,,,Occasionally,Neutral,Neutral,Somewhat Favorable,Taxis would be great if our only car was not availble,,Yes,not enough safe bus stops
2022-01-08 08:35:06,2022-01-08 08:43:42,IP Address,100,516,True,2022-01-08 08:43:43,R_2BkT5W8jnwRnozd,anonymous,EN,Milton,DE,Car (own),,Great difficulty,I do not care to use,Great difficulty,I do not care to use,Some difficulty,,,Daily,Weekly,Occasionally,Occasionally,Daily,,,Weekly,Favorable,Favorable,Neutral,We enjoy riding our bikes but we need more bike paths. Many of the streets are extremely busy and dangerous to ride on like Routes 9 and 5,,Yes,"Very limited transportation.  There needs to be transportation to Dover and Wilmington on a regular basis. This would assist with summer traffic, too."
2022-01-08 09:36:27,2022-01-08 09:39:12,IP Address,100,164,True,2022-01-08 09:39:12,R_29bGC8t5kTQWRmI,anonymous,EN,Georgetown,DE,Car (own),,No difficulty,Some difficulty,Great difficulty,I do not care to use,I do not care to use,,,Daily,Weekly,Occasionally,Occasionally,Never,,,Occasionally,Favorable,Favorable,Favorable,I think increased Train service would help folks visit Family members who live in other areas,,No,
2022-01-08 10:01:41,2022-01-08 10:04:05,IP Address,100,144,True,2022-01-08 10:04:05,R_9mXxvNWmEpLTVPr,anonymous,EN,Dagsboro,DE,Car (own),,,,,,,,,Never,,,,,,,Occasionally,Somewhat Favorable,Neutral,Neutral,Wouldn’t use,,No,
2022-01-08 10:11:59,2022-01-08 10:15:24,IP Address,100,205,True,2022-01-08 10:15:25,R_1H5kt8PkloXbh8k,anonymous,EN,Millsboro,"Delaware ",Car (own),,No difficulty,Some difficulty,Great difficulty,Some difficulty,I do not care to use,,,Daily,Occasionally,Occasionally,Weekly,Never,,,Weekly,Somewhat Favorable,Neutral,Somewhat Favorable,,,Yes,Heavy traffic- particularly in noonish-6:00
2022-01-08 10:35:39,2022-01-08 10:38:22,IP Address,100,162,True,2022-01-08 10:38:22,R_3nxG1DtEKXNAYv3,anonymous,EN,GEORGETOWN,DE,Car (own),,No difficulty,I do not care to use,Great difficulty,I do not care to use,No difficulty,,,Daily,Never,Occasionally,Never,Weekly,,,Occasionally,Favorable,Favorable,Somewhat Favorable,I am very favorable to creating bike lanes throughout the county,,No,
2022-01-08 10:42:54,2022-01-08 10:45:00,IP Address,100,125,True,2022-01-08 10:45:00,R_Ucgna4aK3poJONj,anonymous,EN,Georgetown,DE,Car (own),,No difficulty,I do not care to use,Great difficulty,No difficulty,Great difficulty,I do not care to use,,Daily,Never,Occasionally,Occasionally,Occasionally,,,Occasionally,Favorable,Favorable,Favorable,I would like to see this area be more accessible for a greater number of people,,Yes,"Rural area, stops are few and far between"
2022-01-08 10:48:32,2022-01-08 10:50:59,IP Address,100,146,True,2022-01-08 10:50:59,R_10O9nPQ6dYIMbmL,anonymous,EN,Milton,"Delaware ",Car (own),,No difficulty,Great difficulty,Great difficulty,Some difficulty,Some difficulty,,,Weekly,Daily,Daily,Daily,Occasionally,Weekly,,Daily,Favorable,Neutral,Somewhat Favorable,"I would use for shopping, errands, appointments. ",,No,
2022-01-08 11:28:43,2022-01-08 11:33:01,IP Address,100,257,True,2022-01-08 11:33:01,R_3EcKWY8JVWjXjw5,anonymous,EN,"Millsboro ","Delaware ",Car (own),,No difficulty,Great difficulty,Great difficulty,Some difficulty,No difficulty,,,Daily,Occasionally,Occasionally,Daily,Daily,,,Occasionally,Favorable,Favorable,Favorable,"Train access would help get to medical appointments in Philadelphia ",,No,
2022-01-08 14:30:19,2022-01-08 14:32:25,IP Address,100,126,True,2022-01-08 14:32:26,R_BRDFjwOVAk2Ugwh,anonymous,EN,"Milton ",Delaware,Car (own),,No difficulty,Some difficulty,Great difficulty,Some difficulty,Some difficulty,,,Weekly,Weekly,Occasionally,Occasionally,Daily,,,Occasionally,Favorable,Favorable,Favorable,It would be great to connect southern and northern Delaware as there is greater things to do in northern delaware,,No,
2022-01-08 14:45:28,2022-01-08 14:47:38,IP Address,100,130,True,2022-01-08 14:47:39,R_22S2ToweS3Xzn5i,anonymous,EN,Rehoboth Beach,Delaware,Bus,,,Some difficulty,Great difficulty,Some difficulty,No difficulty,No difficulty,,Daily,Daily,Occasionally,Occasionally,Occasionally,,,Occasionally,Somewhat Favorable,Favorable,Favorable,,,No,
2022-01-08 17:22:09,2022-01-08 17:25:28,IP Address,100,198,True,2022-01-08 17:25:28,R_s5bo6rrdTH9mBWh,anonymous,EN,Milton,Delaware,Car (own),,Great difficulty,Great difficulty,Great difficulty,Great difficulty,No difficulty,I do not care to use,,Weekly,Weekly,Weekly,Occasionally,Daily,Never,,Occasionally,Favorable,Favorable,,Need for public transportation to get to far away places.,,Yes,The virus
2022-01-09 07:49:36,2022-01-09 07:52:26,IP Address,100,170,True,2022-01-09 07:52:27,R_3qDw1aT9ksR8ZoJ,anonymous,EN,Viola,Delaware,Car (own),,No difficulty,Some difficulty,Great difficulty,Some difficulty,I do not care to use,I do not care to use,n/a,Daily,Occasionally,Occasionally,Occasionally,Occasionally,,,Weekly,Favorable,Neutral,Neutral,Train service from our area to Wilmington would ease road congestion,,No,
2022-01-09 09:47:05,2022-01-09 09:49:39,IP Address,100,153,True,2022-01-09 09:49:39,R_3L0hpk6YuOaubRf,anonymous,EN,Dagsboro,Delaware,Car (own),,No difficulty,I do not care to use,I do not care to use,I do not care to use,I do not care to use,I do not care to use,,Daily,Never,Occasionally,Never,Occasionally,Never,,Occasionally,Somewhat Favorable,Neutral,Somewhat Opposed,I think that a passenger train would provide easier transportation to metropolitan areas,I don’t think that we have the demand for taxi service in the immediate area. The area is to rural to make taxi service worth while,No,
2022-01-09 11:34:47,2022-01-09 11:38:11,IP Address,100,203,True,2022-01-09 11:38:11,R_3LdpXCiEMXHNpth,anonymous,EN,"Millsboro ",De,Car (own),,No difficulty,I do not care to use,I do not care to use,Some difficulty,I do not care to use,,Would be nice to have a boat taxi from longneck to rusty rudder (or nearby),Daily,Never,Never,Occasionally,Never,Weekly,Water taxi,Never,Neutral,Somewhat Favorable,Neutral,,,No,
2022-01-09 12:33:49,2022-01-09 12:36:42,IP Address,100,172,True,2022-01-09 12:36:42,R_2ql8Kwe6KiXL0jF,anonymous,EN,Georgetown,DE,Car (own),,No difficulty,Some difficulty,Great difficulty,No difficulty,Some difficulty,,,Daily,Occasionally,Occasionally,Occasionally,Occasionally,,,Occasionally,Favorable,Favorable,Favorable,"Would enjoy having options. ",,Yes,"Lack of public transportation. "
2022-01-10 13:16:20,2022-01-10 13:18:33,IP Address,100,132,True,2022-01-10 13:18:33,R_sM6r3rU8ZyAHgu5,anonymous,EN,"Millsboro ",De,Car (own),,No difficulty,I do not care to use,Great difficulty,No difficulty,Some difficulty,I do not care to use,,Daily,Occasionally,Occasionally,Occasionally,Never,Never,,Occasionally,Favorable,Neutral,Somewhat Favorable,,,No,
2022-01-10 14:09:21,2022-01-10 14:13:15,IP Address,100,234,True,2022-01-10 14:13:16,R_20St1DqPeUR3Wii,anonymous,EN,"Seaford ","Delaware ",Car (own),,No difficulty,,,,,,,Never,Never,Never,Never,Never,Occasionally,,Never,Favorable,Somewhat Favorable,Neutral,Nice to take trips,"Country roads are dangerous ",Yes,"As I get older and can’t drive, this will be a problem "
2022-01-10 15:59:44,2022-01-10 16:05:25,IP Address,100,340,True,2022-01-10 16:05:25,R_2c2BwwG07wJ3sd4,qr,EN,Milford,Delaware,Car (own),,No difficulty,Great difficulty,Great difficulty,Some difficulty,Great difficulty,,,Occasionally,Daily,Occasionally,Occasionally,Weekly,,,Occasionally,Somewhat Favorable,Neutral,Neutral,,,Yes,Better access to bus service in areas outside of town limits
2022-01-10 16:22:32,2022-01-10 16:26:11,IP Address,100,219,True,2022-01-10 16:26:12,R_2qdFkuSZjm1LMMK,qr,EN,Wyoming,Delaware,Car (own),,No difficulty,No difficulty,Great difficulty,No difficulty,No difficulty,I do not care to use,,Daily,Never,Occasionally,Never,Weekly,,,Occasionally,Opposed,Somewhat Opposed,Opposed,,Small town- doesn’t need a lot of traffic,Yes,We don’t need it
2022-01-10 16:51:05,2022-01-10 16:54:32,IP Address,100,207,True,2022-01-10 16:54:33,R_bPnwwSb0eD25DOx,qr,EN,Viola,Delaware,Car (own),,No difficulty,Great difficulty,Great difficulty,Some difficulty,Great difficulty,,,Daily,Occasionally,Occasionally,Never,Occasionally,,,Occasionally,Favorable,Opposed,Neutral,,The roads are narrow without sholders,No,
2022-01-10 18:13:38,2022-01-10 18:17:24,IP Address,100,226,True,2022-01-10 18:17:24,R_32JHNBXOqKsOY2x,qr,EN,Felton,Delaware,Car (own),,No difficulty,I do not care to use,Great difficulty,Great difficulty,I do not care to use,I do not care to use,,Daily,Occasionally,Occasionally,Occasionally,Never,,,Occasionally,Somewhat Favorable,Favorable,Somewhat Favorable,Depending on price I would consider using these types of transportation,,No,
2022-01-10 18:22:06,2022-01-10 18:27:17,IP Address,100,310,True,2022-01-10 18:27:17,R_3jVu5qlQ5MaRuLW,qr,EN,Camden,Delaware,Car (own),,No difficulty,I do not care to use,Great difficulty,Some difficulty,Great difficulty,,,Daily,Never,Never,Occasionally,Weekly,,,Never,Opposed,Favorable,Neutral,Would use for local shopping trip.,Not economically feasible.,Yes,Need to ensure public transportation systems are financially self sufficient.
2022-01-10 18:34:31,2022-01-10 18:37:41,IP Address,100,190,True,2022-01-10 18:37:41,R_1H1RmfTq7LTWKvL,qr,EN,Magnolia,Delaware,Car (own),,No difficulty,,,,,,,,,Weekly,,,,,Weekly,Favorable,Favorable,Favorable,Easy access to various modes pf transportation is necessary,,No,
2022-01-10 19:12:56,2022-01-10 19:16:03,IP Address,100,186,True,2022-01-10 19:16:04,R_12096vmp2MuuRgr,qr,EN,outside of Woodside,DE,Car (own),,No difficulty,,,,Some difficulty,,,Daily,,,,Occasionally,,,Occasionally,Somewhat Favorable,Favorable,Neutral,,,No,
2022-01-11 05:38:49,2022-01-11 05:42:15,IP Address,100,206,True,2022-01-11 05:42:16,R_3O9pEgr85foxCVL,anonymous,EN,Dover,DElaware,Car (own),,No difficulty,Great difficulty,,,,,I say great difficulty on behalf of a disabled person we care for,,Daily,,,,,,Occasionally,Favorable,Favorable,Favorable,Individuals with inabilities need more transportation available for them even in the evening hours,,Yes,DART only runs until 8 pm during the week. Earlier on Sat and not at all on Sunday
2022-01-11 06:27:27,2022-01-11 06:29:40,IP Address,100,133,True,2022-01-11 06:29:40,R_1FnPksJMgseOgw0,qr,EN,camden,delaware,Car (own),,,I do not care to use,I do not care to use,I do not care to use,I do not care to use,,,Daily,Never,Never,Never,Never,,,Never,Neutral,Favorable,Neutral,,,No,
2022-01-11 06:36:17,2022-01-11 07:13:17,IP Address,100,2220,True,2022-01-11 07:13:18,R_1rxmFpbPA9OwqEM,qr,EN,magnolia,de,Other,"Used to ride bus, taxi, bike and had people I know give rides",Some difficulty,Some difficulty,Great difficulty,Great difficulty,Some difficulty,,,Daily,Daily,Daily,Occasionally,Daily,,,Daily,Favorable,Favorable,Somewhat Favorable,"People need options. Options increase competition and the competing gives me greater quality in the service I choose, and pricing is kept low enough for me to participate in using them.",N/A,Yes,"The response time during accidents/medical emergencies does have a poor turnover timeframe for DART buses. You should have it set up like the state governing and federal governing. You have an umbrella of rules from the 'corporate rules' that all DART buses follow. But You allow the Counties to govern like states so that a driver does not have to get approvals from the headquarters to get help when needed. Like another bus deployed when the original driver is stalled. I've been on routes and heard about incidents such as this. Not cool man. Maybe once the passenger trains reach Sussex and Kent county the changes for the buses will improve. Our state has had the notion of passenger trains coming south of the state for a few decades now. They need to get on that ASAP! Stop pussy-foot'n around. And I'm looking forward to those high speed internet cables being laid down for our children in Sussex County. I know the districts down there have been overlook and underfunded since I was a kid in Junior High at Chipman Middle School! Poor Woodbridge. Also, I am looking for a 'Work from home' job. I'm in debt and awaiting word from the Department of Labor's Overpayment Department concerning whether I have a bill to repay the DOL. I have not gotten an official document from the Wilmington Office in 10 months and even reached out to Secretary Cerron Cade. Nothing in the postal mail yet! I have been sending payments too. I called and asked someone, ""Where are my receipts?"" where's my letter? My storage unit in Dover has most of my personal belongings and I think it went to auction already. I reached out to the IRS to send me my tax information by postal and email and no one replied back with my tax information or forms. Someone has been using my Social Security number and I do know how to request a new one from the SSA government body. I am thinking about filing for Chapter 13 Bankruptcy. I need medical care but don't trust the doctors to be ethical. I don't even think I have medicad anymore. I stay home waiting for these documents. I just turned 37, no kids, bi-sexual, one dog, stay with parents. I get up pray, study Spanish, Italian and German on Duolingo. Either study on 'freeCodeCamp.org' or 'Code Academy' for free to strengthen my coding abilities. I have a Full Stack Java certification but I don't honor it. I was not able to retain much of it, so I secretly decided to reteach myself. I also am studying to earn a management operations diploma. It's hard doing all this. My depression and anxiety don't help. And knowing people are stealing from me too. I need things too. The passenger train will give people jobs. Hopefully to those persons who do not have degrees. There are growing numbers in our state that may never recover economically from the pandemic or the GDP of Delaware. I can only plead the case that the meek are apart of these ambitious plans for 'OUR' future too. Can someone help a citizen out? Ebony Sampson 259 Millchop Lane Magnolia DE 19962 e.m.sampson1@outlook.com I don't want much. I plan on making a tiny home and moving away eventually. I'm completely jaded and hurt by the ills afflicting my life. "
